attempted,backend,failed,failure_kinds,family,full_three_run_errorbar,measurements,mode,nodes,not_attempted,planned,projected_ep_rows,recorded,shape,source_ep_rows,status,typed_edges,verified
3,PLONK,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 5.81389025, ""median"": 5.554812083, ""min"": 5.535997708, ""values"": [5.535997708, 5.554812083, 5.81389025]}, ""peak_rss_bytes"": {""count"": 3, ""max"": 1029046272, ""median"": 1021607936, ""min"": 1020739584, ""values"": [1020739584, 1029046272, 1021607936]}, ""process_wall_s"": {""count"": 3, ""max"": 12.111901, ""median"": 12.101165000000002, ""min"": 12.083503, ""values"": [12.101165000000002, 12.111901, 12.083503]}, ""proof_bytes"": {""count"": 3, ""max"": 1930, ""median"": 1930, ""min"": 1930, ""values"": [1930, 1930, 1930]}, ""proof_serialization_s"": {""count"": 3, ""max"": 6.375e-06, ""median"": 5.958e-06, ""min"": 5.333e-06, ""values"": [5.333e-06, 5.958e-06, 6.375e-06]}, ""setup_s"": {""count"": 3, ""max"": 5.750231792, ""median"": 5.722396625, ""min"": 5.714315583, ""values"": [5.750231792, 5.714315583, 5.722396625]}, ""verify_s"": {""count"": 3, ""max"": 0.006147667, ""median"": 0.005960292, ""min"": 0.005945792, ""values"": [0.005960292, 0.005945792, 0.006147667]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.129593666, ""median"": 0.127479917, ""min"": 0.125989417, ""values"": [0.125989417, 0.127479917, 0.129593666]}}",complete,55,0,3,128,3,"{""padded_domain"": 65536, ""plonk_gates"": 44773, ""raw_bound"": 65536}",128,verified,63,3
3,PLONK,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 10.696974042, ""median"": 10.69438025, ""min"": 10.6926675, ""values"": [10.696974042, 10.6926675, 10.69438025]}, ""peak_rss_bytes"": {""count"": 3, ""max"": 1982349312, ""median"": 1980432384, ""min"": 1980203008, ""values"": [1980203008, 1980432384, 1982349312]}, ""process_wall_s"": {""count"": 3, ""max"": 22.596074, ""median"": 22.579195, ""min"": 22.569513999999998, ""values"": [22.596074, 22.569513999999998, 22.579195]}, ""proof_bytes"": {""count"": 3, ""max"": 1930, ""median"": 1930, ""min"": 1930, ""values"": [1930, 1930, 1930]}, ""proof_serialization_s"": {""count"": 3, ""max"": 8.209e-06, ""median"": 8.125e-06, ""min"": 7.375e-06, ""values"": [8.209e-06, 8.125e-06, 7.375e-06]}, ""setup_s"": {""count"": 3, ""max"": 10.700389916, ""median"": 10.657221583, ""min"": 10.655138917, ""values"": [10.700389916, 10.655138917, 10.657221583]}, ""verify_s"": {""count"": 3, ""max"": 0.006247333, ""median"": 0.006128709, ""min"": 0.006026958, ""values"": [0.006128709, 0.006247333, 0.006026958]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.228666333, ""median"": 0.228172958, ""min"": 0.227930333, ""values"": [0.228666333, 0.228172958, 0.227930333]}}",complete,111,0,3,256,3,"{""padded_domain"": 131072, ""plonk_gates"": 87397, ""raw_bound"": 131072}",256,verified,127,3
3,PLONK,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 21.495671166, ""median"": 21.310851042, ""min"": 21.288254209, ""values"": [21.310851042, 21.288254209, 21.495671166]}, ""peak_rss_bytes"": {""count"": 3, ""max"": 3920445440, ""median"": 3918823424, ""min"": 3918036992, ""values"": [3920445440, 3918036992, 3918823424]}, ""process_wall_s"": {""count"": 3, ""max"": 44.569408, ""median"": 44.547408000000004, ""min"": 44.051272, ""values"": [44.547408000000004, 44.051272, 44.569408]}, ""proof_bytes"": {""count"": 3, ""max"": 1930, ""median"": 1930, ""min"": 1930, ""values"": [1930, 1930, 1930]}, ""proof_serialization_s"": {""count"": 3, ""max"": 1.5e-05, ""median"": 1.2167e-05, ""min"": 8.542e-06, ""values"": [1.2167e-05, 8.542e-06, 1.5e-05]}, ""setup_s"": {""count"": 3, ""max"": 21.307821, ""median"": 21.237882625, ""min"": 21.235903458, ""values"": [21.307821, 21.237882625, 21.235903458]}, ""verify_s"": {""count"": 3, ""max"": 0.006954333, ""median"": 0.006948959, ""min"": 0.006942667, ""values"": [0.006948959, 0.006954333, 0.006942667]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.440812875, ""median"": 0.436432542, ""min"": 0.43439875, ""values"": [0.440812875, 0.436432542, 0.43439875]}}",complete,223,0,3,512,3,"{""padded_domain"": 262144, ""plonk_gates"": 173669, ""raw_bound"": 262144}",512,verified,255,3
3,PLONK,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 45.742846, ""median"": 43.395360417, ""min"": 43.375476209, ""values"": [45.742846, 43.375476209, 43.395360417]}, ""peak_rss_bytes"": {""count"": 3, ""max"": 7730020352, ""median"": 7713259520, ""min"": 6647611392, ""values"": [6647611392, 7713259520, 7730020352]}, ""process_wall_s"": {""count"": 3, ""max"": 92.95985, ""median"": 90.607841, ""min"": 89.642867, ""values"": [92.95985, 90.607841, 89.642867]}, ""proof_bytes"": {""count"": 3, ""max"": 1930, ""median"": 1930, ""min"": 1930, ""values"": [1930, 1930, 1930]}, ""proof_serialization_s"": {""count"": 3, ""max"": 1.2541e-05, ""median"": 9.541e-06, ""min"": 9.125e-06, ""values"": [1.2541e-05, 9.541e-06, 9.125e-06]}, ""setup_s"": {""count"": 3, ""max"": 44.333791792, ""median"": 44.077901583, ""min"": 43.373202, ""values"": [44.333791792, 44.077901583, 43.373202]}, ""verify_s"": {""count"": 3, ""max"": 0.008338083, ""median"": 0.007946709, ""min"": 0.007917583, ""values"": [0.007917583, 0.007946709, 0.008338083]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.886732625, ""median"": 0.841835292, ""min"": 0.840868458, ""values"": [0.886732625, 0.840868458, 0.841835292]}}",complete,447,0,3,1024,3,"{""padded_domain"": 524288, ""plonk_gates"": 349285, ""raw_bound"": 524288}",1024,verified,511,3
3,PLONK,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 92.015769917, ""median"": 87.4891595, ""min"": 87.150487458, ""values"": [87.4891595, 87.150487458, 92.015769917]}, ""peak_rss_bytes"": {""count"": 3, ""max"": 13045579776, ""median"": 12538101760, ""min"": 10780557312, ""values"": [10780557312, 12538101760, 13045579776]}, ""process_wall_s"": {""count"": 3, ""max"": 182.71723699999998, ""median"": 179.36208, ""min"": 177.454013, ""values"": [179.36208, 177.454013, 182.71723699999998]}, ""proof_bytes"": {""count"": 3, ""max"": 1930, ""median"": 1930, ""min"": 1930, ""values"": [1930, 1930, 1930]}, ""proof_serialization_s"": {""count"": 3, ""max"": 3.1458e-05, ""median"": 2.8583e-05, ""min"": 1.8416e-05, ""values"": [1.8416e-05, 3.1458e-05, 2.8583e-05]}, ""setup_s"": {""count"": 3, ""max"": 86.244336708, ""median"": 84.461498667, ""min"": 84.419659416, ""values"": [86.244336708, 84.419659416, 84.461498667]}, ""verify_s"": {""count"": 3, ""max"": 0.009166417, ""median"": 0.008743458, ""min"": 0.008682917, ""values"": [0.009166417, 0.008682917, 0.008743458]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 1.760660375, ""median"": 1.6872977919999999, ""min"": 1.682366, ""values"": [1.6872977919999999, 1.682366, 1.760660375]}}",complete,895,0,3,2048,3,"{""padded_domain"": 1048576, ""plonk_gates"": 703589, ""raw_bound"": 1048576}",2048,verified,1023,3
3,PLONK,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 177.401825917, ""median"": 175.720841959, ""min"": 169.064039333, ""values"": [177.401825917, 175.720841959, 169.064039333]}, ""peak_rss_bytes"": {""count"": 3, ""max"": 19368427520, ""median"": 16505094144, ""min"": 14342012928, ""values"": [14342012928, 16505094144, 19368427520]}, ""process_wall_s"": {""count"": 3, ""max"": 361.110655, ""median"": 356.135531, ""min"": 346.120544, ""values"": [356.135531, 361.110655, 346.120544]}, ""proof_bytes"": {""count"": 3, ""max"": 1930, ""median"": 1930, ""min"": 1930, ""values"": [1930, 1930, 1930]}, ""proof_serialization_s"": {""count"": 3, ""max"": 3.3083e-05, ""median"": 2.2958e-05, ""min"": 1.8375e-05, ""values"": [2.2958e-05, 3.3083e-05, 1.8375e-05]}, ""setup_s"": {""count"": 3, ""max"": 172.951315083, ""median"": 166.372979125, ""min"": 164.643872541, ""values"": [166.372979125, 172.951315083, 164.643872541]}, ""verify_s"": {""count"": 3, ""max"": 0.01344225, ""median"": 0.01233775, ""min"": 0.012297792, ""values"": [0.01344225, 0.01233775, 0.012297792]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 4.095104375, ""median"": 3.872554917, ""min"": 3.402236834, ""values"": [3.402236834, 3.872554917, 4.095104375]}}",complete,1791,0,3,4096,3,"{""padded_domain"": 2097152, ""plonk_gates"": 1420389, ""raw_bound"": 2097152}",4096,verified,2047,3
3,ZEKRA,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.2665, ""median"": 0.2657, ""min"": 0.2645, ""values"": [0.2657, 0.2665, 0.2645]}, ""process_wall_s"": {""count"": 3, ""max"": 1.3383484999649227, ""median"": 1.3338926249998622, ""min"": 1.308609624975361, ""values"": [1.308609624975361, 1.3383484999649227, 1.3338926249998622]}, ""setup_s"": {""count"": 3, ""max"": 0.5256, ""median"": 0.5083, ""min"": 0.5035, ""values"": [0.5035, 0.5256, 0.5083]}, ""verify_s"": {""count"": 3, ""max"": 0.0053, ""median"": 0.0049, ""min"": 0.0048, ""values"": [0.0049, 0.0048, 0.0053]}}",zekra,27,0,3,32,3,"{""adjlist_capacity"": 32, ""ep_capacity"": 32, ""levels"": 2, ""r1cs_constraints"": 15914}",64,verified,31,3
3,ZEKRA,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.447, ""median"": 0.4452, ""min"": 0.4298, ""values"": [0.447, 0.4452, 0.4298]}, ""process_wall_s"": {""count"": 3, ""max"": 2.310264375002589, ""median"": 2.2306717920000665, ""min"": 2.2176175420172513, ""values"": [2.2176175420172513, 2.2306717920000665, 2.310264375002589]}, ""setup_s"": {""count"": 3, ""max"": 0.9363, ""median"": 0.8675, ""min"": 0.8588, ""values"": [0.8675, 0.8588, 0.9363]}, ""verify_s"": {""count"": 3, ""max"": 0.0049, ""median"": 0.0048, ""min"": 0.0048, ""values"": [0.0049, 0.0048, 0.0048]}}",zekra,55,0,3,64,3,"{""adjlist_capacity"": 64, ""ep_capacity"": 64, ""levels"": 2, ""r1cs_constraints"": 32645}",128,verified,63,3
3,ZEKRA,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 1.0168, ""median"": 0.9804, ""min"": 0.973, ""values"": [0.973, 0.9804, 1.0168]}, ""process_wall_s"": {""count"": 3, ""max"": 5.401509082992561, ""median"": 5.295450916979462, ""min"": 5.293603833008092, ""values"": [5.295450916979462, 5.293603833008092, 5.401509082992561]}, ""setup_s"": {""count"": 3, ""max"": 2.1262, ""median"": 2.0915, ""min"": 2.0808, ""values"": [2.0915, 2.0808, 2.1262]}, ""verify_s"": {""count"": 3, ""max"": 0.0049, ""median"": 0.0049, ""min"": 0.0048, ""values"": [0.0049, 0.0049, 0.0048]}}",zekra,111,0,3,128,3,"{""adjlist_capacity"": 128, ""ep_capacity"": 128, ""levels"": 2, ""r1cs_constraints"": 69948}",256,verified,127,3
3,ZEKRA,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 1.927, ""median"": 1.9095, ""min"": 1.9034, ""values"": [1.9095, 1.9034, 1.927]}, ""process_wall_s"": {""count"": 3, ""max"": 12.481894500029739, ""median"": 12.321906958997715, ""min"": 12.307620125007816, ""values"": [12.481894500029739, 12.321906958997715, 12.307620125007816]}, ""setup_s"": {""count"": 3, ""max"": 4.0122, ""median"": 4.0061, ""min"": 3.8729, ""values"": [3.8729, 4.0122, 4.0061]}, ""verify_s"": {""count"": 3, ""max"": 0.0051, ""median"": 0.0049, ""min"": 0.0049, ""values"": [0.0049, 0.0051, 0.0049]}}",zekra,223,0,3,256,3,"{""adjlist_capacity"": 256, ""ep_capacity"": 256, ""levels"": 2, ""r1cs_constraints"": 148690}",512,verified,255,3
3,ZEKRA,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 3.9894, ""median"": 3.9684, ""min"": 3.9084, ""values"": [3.9084, 3.9894, 3.9684]}, ""process_wall_s"": {""count"": 3, ""max"": 35.168123958981596, ""median"": 34.12870145897614, ""min"": 34.126386040996294, ""values"": [34.12870145897614, 34.126386040996294, 35.168123958981596]}, ""setup_s"": {""count"": 3, ""max"": 7.8773, ""median"": 7.8176, ""min"": 7.8093, ""values"": [7.8773, 7.8093, 7.8176]}, ""verify_s"": {""count"": 3, ""max"": 0.0048, ""median"": 0.0048, ""min"": 0.0047, ""values"": [0.0048, 0.0048, 0.0047]}}",zekra,447,0,3,512,3,"{""adjlist_capacity"": 512, ""ep_capacity"": 512, ""levels"": 2, ""r1cs_constraints"": 315664}",1024,verified,511,3
3,ZEKRA,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 8.5863, ""median"": 8.563, ""min"": 8.5608, ""values"": [8.5863, 8.563, 8.5608]}, ""process_wall_s"": {""count"": 3, ""max"": 124.05823445797432, ""median"": 122.51338187500369, ""min"": 122.33010029100114, ""values"": [124.05823445797432, 122.51338187500369, 122.33010029100114]}, ""setup_s"": {""count"": 3, ""max"": 16.6692, ""median"": 16.4087, ""min"": 16.3062, ""values"": [16.6692, 16.4087, 16.3062]}, ""verify_s"": {""count"": 3, ""max"": 0.005, ""median"": 0.0049, ""min"": 0.0048, ""values"": [0.005, 0.0048, 0.0049]}}",zekra,895,0,3,1024,3,"{""adjlist_capacity"": 1024, ""ep_capacity"": 1024, ""levels"": 2, ""r1cs_constraints"": 666975}",2048,verified,1023,3
1,ZEKRA,1,"{""docker-oom"": 1, ""not-recorded-after-campaign-stop"": 2}",growing-cfg,False,{},zekra,1791,2,3,2048,1,"{""adjlist_capacity"": 2048, ""case_error"": ""Groth16 measured repetition 1 did not verify"", ""case_failure_kind"": ""docker-oom"", ""ep_capacity"": 2048, ""failed_phases"": [], ""levels"": 2, ""r1cs_constraints"": 1406351}",4096,failed,2047,0
